DATE,NEW_DATE,DATE_STRING,AVG_WIND,PRECIP,SNOW_TOTAL,SNOW_DEPTH,MAX_TEMP,MIN_TEMP,FOG,THUNDER,ICE,HAIL,HAZE_SMOKE,BLW_SNOW,HIGH_WIND,DRIZZLE,RAIN,SNOW
2011-07-26,2011-07-26T00:00:00Z,26 July 2011,3.58,0.14,0,0,90,69,Yes,No,No,No,Yes,No,No,No,Yes,No
2011-07-27,2011-07-27T00:00:00Z,27 July 2011,4.25,0,0,0,84,68,No,No,No,No,No,No,No,No,No,No
2011-07-28,2011-07-28T00:00:00Z,28 July 2011,3.13,0,0,0,87,71,No,No,No,No,No,No,No,No,No,No
2011-07-29,2011-07-29T00:00:00Z,29 July 2011,3.8,1.08,0,0,84,71,Yes,No,No,No,Yes,No,No,No,Yes,No
2011-07-30,2011-07-30T00:00:00Z,30 July 2011,5.37,0,0,0,91,74,Yes,No,No,No,No,No,No,No,No,No
2011-07-31,2011-07-31T00:00:00Z,31 July 2011,2.91,0,0,0,91,71,No,No,No,No,No,No,No,No,No,No
2011-08-01,2011-08-01T00:00:00Z,01 August 2011,3.13,0.02,0,0,94,71,Yes,No,No,No,No,No,No,No,Yes,No
2011-08-02,2011-08-02T00:00:00Z,02 August 2011,3.8,0,0,0,91,73,No,No,No,No,Yes,No,No,No,No,No
2011-08-03,2011-08-03T00:00:00Z,03 August 2011,3.13,0.76,0,0,88,67,Yes,No,No,No,No,No,No,No,Yes,No
2011-08-04,2011-08-04T00:00:00Z,04 August 2011,4.7,0,0,0,84,67,Yes,No,No,No,No,No,No,No,No,No
2011-08-05,2011-08-05T00:00:00Z,05 August 2011,4.47,0,0,0,86,70,No,No,No,No,No,No,No,No,No,No
2011-08-06,2011-08-06T00:00:00Z,06 August 2011,5.82,0.19,0,0,85,72,Yes,No,No,No,No,No,No,No,Yes,No
2011-08-07,2011-08-07T00:00:00Z,07 August 2011,3.58,0.16,0,0,89,73,Yes,No,No,No,Yes,No,No,No,Yes,No
2011-08-08,2011-08-08T00:00:00Z,08 August 2011,4.25,0,0,0,90,74,No,No,No,No,Yes,No,No,No,No,No
2011-08-09,2011-08-09T00:00:00Z,09 August 2011,4.47,2.09,0,0,83,71,Yes,No,No,No,Yes,No,No,No,Yes,No
2011-08-10,2011-08-10T00:00:00Z,10 August 2011,5.37,0,0,0,86,70,No,No,No,No,No,No,No,No,No,No
2011-08-11,2011-08-11T00:00:00Z,11 August 2011,3.58,0,0,0,82,69,No,No,No,No,No,No,No,No,No,No
2011-08-12,2011-08-12T00:00:00Z,12 August 2011,2.91,0,0,0,84,64,No,No,No,No,No,No,No,No,No,No
2011-08-13,2011-08-13T00:00:00Z,13 August 2011,2.91,0,0,0,85,69,No,No,No,No,No,No,No,No,Yes,No
2011-08-14,2011-08-14T00:00:00Z,14 August 2011,4.92,5.81,0,0,72,67,Yes,No,No,No,No,No,No,No,Yes,No
2011-08-15,2011-08-15T00:00:00Z,15 August 2011,4.25,0.56,0,0,77,68,Yes,No,No,No,No,No,No,No,Yes,No
2011-08-16,2011-08-16T00:00:00Z,16 August 2011,4.7,0.02,0,0,78,65,Yes,No,No,No,No,No,No,No,Yes,No
2011-08-17,2011-08-17T00:00:00Z,17 August 2011,1.79,0,0,0,86,66,No,No,No,No,No,No,No,No,No,No
2011-08-18,2011-08-18T00:00:00Z,18 August 2011,4.92,0.07,0,0,83,67,Yes,No,No,No,No,No,No,No,Yes,No
2011-08-19,2011-08-19T00:00:00Z,19 August 2011,3.36,1.24,0,0,84,65,Yes,No,No,No,Yes,No,No,No,Yes,No
2011-08-20,2011-08-20T00:00:00Z,20 August 2011,2.24,0,0,0,85,64,Yes,No,No,No,Yes,No,No,No,No,No
2011-08-21,2011-08-21T00:00:00Z,21 August 2011,4.92,0.67,0,0,84,70,Yes,No,No,No,Yes,No,No,No,Yes,No
2011-08-22,2011-08-22T00:00:00Z,22 August 2011,6.93,0,0,0,77,65,Yes,No,No,No,No,No,No,No,No,No
2011-08-23,2011-08-23T00:00:00Z,23 August 2011,3.8,0,0,0,79,61,No,No,No,No,No,No,No,No,No,No
2011-08-24,2011-08-24T00:00:00Z,24 August 2011,7.38,0,0,0,80,67,No,No,No,No,No,No,No,No,No,No
2011-08-25,2011-08-25T00:00:00Z,25 August 2011,6.49,0.49,0,0,78,72,Yes,No,No,No,No,No,No,No,Yes,No
2011-08-26,2011-08-26T00:00:00Z,26 August 2011,2.01,0,0,0,83,71,Yes,No,No,No,Yes,No,No,No,No,No
2011-08-27,2011-08-27T00:00:00Z,27 August 2011,7.61,2.88,0,0,78,71,Yes,No,No,No,Yes,No,No,No,Yes,No
2011-08-28,2011-08-28T00:00:00Z,28 August 2011,14.09,3.99,0,0,75,65,Yes,No,No,No,No,No,No,No,Yes,No
2011-08-29,2011-08-29T00:00:00Z,29 August 2011,4.03,0,0,0,77,59,No,No,No,No,No,No,No,No,No,No
2011-08-30,2011-08-30T00:00:00Z,30 August 2011,3.36,0,0,0,82,61,No,No,No,No,No,No,No,No,No,No
2011-08-31,2011-08-31T00:00:00Z,31 August 2011,2.24,0,0,0,85,63,No,No,No,No,No,No,No,No,No,No
2011-09-01,2011-09-01T00:00:00Z,01 September 2011,3.58,0,0,0,83,66,No,No,No,No,No,No,No,No,No,No
2011-09-02,2011-09-02T00:00:00Z,02 September 2011,3.58,0,0,0,78,65,No,No,No,No,No,No,No,No,No,No
2011-09-03,2011-09-03T00:00:00Z,03 September 2011,4.47,0,0,0,83,66,No,No,No,No,No,No,No,No,No,No
2011-09-04,2011-09-04T00:00:00Z,04 September 2011,5.14,0,0,0,86,72,No,No,No,No,Yes,No,No,No,No,No
2011-09-05,2011-09-05T00:00:00Z,05 September 2011,5.14,0,0,0,81,72,No,No,No,No,No,No,No,No,Yes,No
2011-09-06,2011-09-06T00:00:00Z,06 September 2011,8.5,3.22,0,0,75,60,Yes,No,No,No,No,No,No,No,Yes,No
2011-09-07,2011-09-07T00:00:00Z,07 September 2011,10.74,1.21,0,0,68,62,Yes,No,No,No,No,No,No,No,Yes,No
2011-09-08,2011-09-08T00:00:00Z,08 September 2011,6.71,0.9,0,0,79,63,Yes,No,No,No,No,No,No,No,Yes,No
2011-09-09,2011-09-09T00:00:00Z,09 September 2011,4.47,0,0,0,84,67,No,No,No,No,No,No,No,No,No,No
2011-09-10,2011-09-10T00:00:00Z,10 September 2011,3.8,0,0,0,80,68,No,No,No,No,No,No,No,No,Yes,No
2011-09-11,2011-09-11T00:00:00Z,11 September 2011,4.47,0.01,0,0,71,64,Yes,No,No,No,No,No,No,No,Yes,No
2011-09-12,2011-09-12T00:00:00Z,12 September 2011,2.01,0,0,0,80,66,Yes,No,No,No,No,No,No,No,No,No
2011-09-13,2011-09-13T00:00:00Z,13 September 2011,4.7,0,0,0,82,67,Yes,No,No,No,Yes,No,No,No,No,No
2011-09-14,2011-09-14T00:00:00Z,14 September 2011,4.92,0,0,0,85,70,Yes,No,No,No,Yes,No,No,No,No,No
2011-09-15,2011-09-15T00:00:00Z,15 September 2011,4.7,0.07,0,0,76,53,Yes,No,No,No,Yes,No,No,No,Yes,No
2011-09-16,2011-09-16T00:00:00Z,16 September 2011,5.37,0,0,0,65,51,No,No,No,No,No,No,No,No,No,No
2011-09-17,2011-09-17T00:00:00Z,17 September 2011,5.37,0,0,0,65,53,No,No,No,No,No,No,No,No,No,No
2011-09-18,2011-09-18T00:00:00Z,18 September 2011,7.38,0,0,0,68,53,No,No,No,No,No,No,No,No,No,No
2011-09-19,2011-09-19T00:00:00Z,19 September 2011,4.92,0,0,0,68,52,No,No,No,No,No,No,No,No,No,No
2011-09-20,2011-09-20T00:00:00Z,20 September 2011,4.03,0.06,0,0,68,61,Yes,No,No,No,No,No,No,No,Yes,No
2011-09-21,2011-09-21T00:00:00Z,21 September 2011,2.24,0.06,0,0,73,63,Yes,No,No,No,Yes,No,No,No,Yes,No
2011-09-22,2011-09-22T00:00:00Z,22 September 2011,1.57,0.02,0,0,80,68,Yes,No,No,No,No,No,No,No,Yes,No
2011-09-23,2011-09-23T00:00:00Z,23 September 2011,4.25,2.61,0,0,73,69,Yes,No,No,No,No,No,No,No,Yes,No
2011-09-24,2011-09-24T00:00:00Z,24 September 2011,2.01,0,0,0,76,70,Yes,No,No,No,No,No,No,No,No,No
2011-09-25,2011-09-25T00:00:00Z,25 September 2011,0.89,0,0,0,80,70,No,No,No,No,No,No,No,No,No,No
2011-09-26,2011-09-26T00:00:00Z,26 September 2011,1.12,0,0,0,80,68,Yes,No,No,No,Yes,No,No,No,No,No
2011-09-27,2011-09-27T00:00:00Z,27 September 2011,3.58,0,0,0,77,69,Yes,No,No,No,Yes,No,No,No,No,No
2011-09-28,2011-09-28T00:00:00Z,28 September 2011,5.82,0.11,0,0,74,68,Yes,No,No,No,No,No,No,No,Yes,No
2011-09-29,2011-09-29T00:00:00Z,29 September 2011,4.7,0.4,0,0,73,61,Yes,No,No,No,Yes,No,No,No,Yes,No
2011-09-30,2011-09-30T00:00:00Z,30 September 2011,3.8,0.72,0,0,76,58,Yes,No,No,No,No,No,No,No,Yes,No
2011-10-01,2011-10-01T00:00:00Z,01 October 2011,4.92,0.39,0,0,67,50,No,No,No,No,No,No,No,No,Yes,No
2011-10-02,2011-10-02T00:00:00Z,02 October 2011,4.92,0.06,0,0,64,50,No,No,No,No,No,No,No,No,Yes,No
2011-10-03,2011-10-03T00:00:00Z,03 October 2011,2.46,0.05,0,0,58,48,No,No,No,No,No,No,No,No,Yes,No
2011-10-04,2011-10-04T00:00:00Z,04 October 2011,4.7,0,0,0,63,49,No,No,No,No,No,No,No,No,No,No
2011-10-05,2011-10-05T00:00:00Z,05 October 2011,7.38,0,0,0,71,53,No,No,No,No,No,No,No,No,No,No
2011-10-06,2011-10-06T00:00:00Z,06 October 2011,2.91,0,0,0,67,47,No,No,No,No,No,No,No,No,No,No
2011-10-07,2011-10-07T00:00:00Z,07 October 2011,2.01,0,0,0,66,48,No,No,No,No,No,No,No,No,No,No
2011-10-08,2011-10-08T00:00:00Z,08 October 2011,2.68,0,0,0,77,54,No,No,No,No,No,No,No,No,No,No
2011-10-09,2011-10-09T00:00:00Z,09 October 2011,2.68,0,0,0,84,60,No,No,No,No,No,No,No,No,No,No
2011-10-10,2011-10-10T00:00:00Z,10 October 2011,1.57,0,0,0,81,61,No,No,No,No,No,No,No,No,No,No
2011-10-11,2011-10-11T00:00:00Z,11 October 2011,6.26,0,0,0,73,62,No,No,No,No,No,No,No,No,No,No
2011-10-12,2011-10-12T00:00:00Z,12 October 2011,10.07,0.45,0,0,63,58,No,No,No,No,No,No,No,No,Yes,No
2011-10-13,2011-10-13T00:00:00Z,13 October 2011,7.38,0.34,0,0,66,58,Yes,No,No,No,No,No,No,No,Yes,No
2011-10-14,2011-10-14T00:00:00Z,14 October 2011,5.82,1.02,0,0,70,57,No,No,No,No,No,No,No,No,Yes,No
2011-10-15,2011-10-15T00:00:00Z,15 October 2011,7.61,0,0,0,65,54,No,No,No,No,No,No,No,No,No,No
2011-10-16,2011-10-16T00:00:00Z,16 October 2011,7.83,0,0,0,66,54,No,No,No,No,No,No,No,No,No,No
2011-10-17,2011-10-17T00:00:00Z,17 October 2011,7.83,0,0,0,65,57,No,No,No,No,No,No,No,No,Yes,No
2011-10-18,2011-10-18T00:00:00Z,18 October 2011,3.58,0.01,0,0,68,54,No,No,No,No,No,No,No,No,Yes,No
2011-10-19,2011-10-19T00:00:00Z,19 October 2011,10.96,1.12,0,0,62,60,No,No,No,No,No,No,No,No,Yes,No
2011-10-20,2011-10-20T00:00:00Z,20 October 2011,8.05,0.01,0,0,67,54,No,No,No,No,No,No,No,No,Yes,No
2011-10-21,2011-10-21T00:00:00Z,21 October 2011,6.71,0,0,0,56,50,No,No,No,No,No,No,No,No,No,No
2011-10-22,2011-10-22T00:00:00Z,22 October 2011,4.25,0,0,0,60,47,No,No,No,No,No,No,No,No,No,No
2011-10-23,2011-10-23T00:00:00Z,23 October 2011,2.01,0,0,0,59,50,No,No,No,No,No,No,No,No,No,No
2011-10-24,2011-10-24T00:00:00Z,24 October 2011,3.8,0,0,0,61,50,No,No,No,No,No,No,No,No,No,No
2011-10-25,2011-10-25T00:00:00Z,25 October 2011,6.49,0,0,0,62,50,No,No,No,No,No,No,No,No,No,No
2011-10-26,2011-10-26T00:00:00Z,26 October 2011,2.91,0,0,0,62,51,No,No,No,No,No,No,No,No,No,No
2011-10-27,2011-10-27T00:00:00Z,27 October 2011,6.49,0.63,0,0,61,38,No,No,No,No,No,No,No,No,Yes,No
2011-10-28,2011-10-28T00:00:00Z,28 October 2011,4.92,0,0,0,49,36,No,No,No,No,No,No,No,No,No,No
2011-10-29,2011-10-29T00:00:00Z,29 October 2011,8.72,2,2.9,0,45,33,Yes,No,No,No,No,No,No,No,Yes,Yes
2011-10-30,2011-10-30T00:00:00Z,30 October 2011,5.82,0.01,0,0,46,33,No,No,No,No,No,No,No,No,No,Yes
2011-10-31,2011-10-31T00:00:00Z,31 October 2011,2.01,0,0,0,53,37,No,No,No,No,No,No,No,No,No,No
2011-11-01,2011-11-01T00:00:00Z,01 November 2011,6.04,0,0,0,55,45,No,No,No,No,No,No,No,No,No,No
2011-11-02,2011-11-02T00:00:00Z,02 November 2011,2.01,0,0,0,57,42,No,No,No,No,No,No,No,No,No,No
2011-11-03,2011-11-03T00:00:00Z,03 November 2011,5.82,0,0,0,59,46,No,No,No,No,No,No,No,No,No,No
2011-11-04,2011-11-04T00:00:00Z,04 November 2011,8.28,0,0,0,53,41,No,No,No,No,No,No,No,No,No,No
2011-11-05,2011-11-05T00:00:00Z,05 November 2011,4.92,0,0,0,49,36,No,No,No,No,No,No,No,No,No,No
2011-11-06,2011-11-06T00:00:00Z,06 November 2011,4.03,0,0,0,54,38,No,No,No,No,No,No,No,No,No,No
2011-11-07,2011-11-07T00:00:00Z,07 November 2011,4.47,0,0,0,62,45,No,No,No,No,No,No,No,No,No,No
2011-11-08,2011-11-08T00:00:00Z,08 November 2011,2.24,0,0,0,68,53,No,No,No,No,No,No,No,No,No,No
2011-11-09,2011-11-09T00:00:00Z,09 November 2011,3.58,0,0,0,65,51,No,No,No,No,Yes,No,No,No,No,No
2011-11-10,2011-11-10T00:00:00Z,10 November 2011,3.36,0.02,0,0,67,47,No,No,No,No,Yes,No,No,No,Yes,No
2011-11-11,2011-11-11T00:00:00Z,11 November 2011,8.28,0.02,0,0,48,41,Yes,No,No,No,No,No,No,No,Yes,No
2011-11-12,2011-11-12T00:00:00Z,12 November 2011,7.38,0,0,0,57,39,No,No,No,No,No,No,No,No,No,No
2011-11-13,2011-11-13T00:00:00Z,13 November 2011,5.59,0,0,0,61,47,No,No,No,No,No,No,No,No,No,No
2011-11-14,2011-11-14T00:00:00Z,14 November 2011,6.93,0,0,0,69,54,No,No,No,No,No,No,No,No,No,No
2011-11-15,2011-11-15T00:00:00Z,15 November 2011,5.14,0,0,0,65,58,No,No,No,No,No,No,No,No,Yes,No
2011-11-16,2011-11-16T00:00:00Z,16 November 2011,3.36,0.73,0,0,59,53,Yes,No,No,No,No,No,No,No,Yes,No
2011-11-17,2011-11-17T00:00:00Z,17 November 2011,6.71,0.07,0,0,53,40,Yes,No,No,No,No,No,No,No,Yes,No
2011-11-18,2011-11-18T00:00:00Z,18 November 2011,6.93,0,0,0,46,36,No,No,No,No,No,No,No,No,No,No
2011-11-19,2011-11-19T00:00:00Z,19 November 2011,6.71,0,0,0,51,38,No,No,No,No,No,No,No,No,No,No
2011-11-20,2011-11-20T00:00:00Z,20 November 2011,8.5,0,0,0,65,49,No,No,No,No,No,No,No,No,No,No
2011-11-21,2011-11-21T00:00:00Z,21 November 2011,4.92,0.12,0,0,59,46,Yes,No,No,No,No,No,No,No,Yes,No
2011-11-22,2011-11-22T00:00:00Z,22 November 2011,7.61,1.16,0,0,50,43,No,No,No,No,No,No,No,No,Yes,No
2011-11-23,2011-11-23T00:00:00Z,23 November 2011,6.93,0.46,0,0,53,39,Yes,No,No,No,No,No,No,No,Yes,No
2011-11-24,2011-11-24T00:00:00Z,24 November 2011,5.14,0,0,0,54,37,No,No,No,No,No,No,No,No,No,No
2011-11-25,2011-11-25T00:00:00Z,25 November 2011,5.82,0,0,0,61,46,No,No,No,No,No,No,No,No,No,No
2011-11-26,2011-11-26T00:00:00Z,26 November 2011,3.13,0,0,0,65,50,No,No,No,No,No,No,No,No,No,No
2011-11-27,2011-11-27T00:00:00Z,27 November 2011,4.92,0,0,0,63,47,No,No,No,No,No,No,No,No,No,No
2011-11-28,2011-11-28T00:00:00Z,28 November 2011,5.59,0,0,0,70,56,No,No,No,No,No,No,No,No,No,No
2011-11-29,2011-11-29T00:00:00Z,29 November 2011,7.38,0.47,0,0,66,51,Yes,No,No,No,No,No,No,No,Yes,No
2011-11-30,2011-11-30T00:00:00Z,30 November 2011,8.95,0,0,0,52,43,No,No,No,No,Yes,No,No,No,No,No
2011-12-01,2011-12-01T00:00:00Z,01 December 2011,7.61,0,0,0,50,37,No,No,No,No,No,No,No,No,No,No
2011-12-02,2011-12-02T00:00:00Z,02 December 2011,5.37,0,0,0,52,39,No,No,No,No,No,No,No,No,No,No
2011-12-03,2011-12-03T00:00:00Z,03 December 2011,4.25,0,0,0,47,37,No,No,No,No,No,No,No,No,No,No
2011-12-04,2011-12-04T00:00:00Z,04 December 2011,3.8,0,0,0,55,42,No,No,No,No,No,No,No,No,No,No
2011-12-05,2011-12-05T00:00:00Z,05 December 2011,2.91,0,0,0,59,47,No,No,No,No,Yes,No,No,No,No,No
2011-12-06,2011-12-06T00:00:00Z,06 December 2011,4.03,0.2,0,0,62,56,Yes,No,No,No,No,No,No,No,Yes,No
2011-12-07,2011-12-07T00:00:00Z,07 December 2011,4.47,1.68,0,0,62,42,Yes,No,No,No,No,No,No,No,Yes,No
2011-12-08,2011-12-08T00:00:00Z,08 December 2011,9.17,0.16,0,0,45,36,Yes,No,No,No,No,No,No,No,Yes,No
2011-12-09,2011-12-09T00:00:00Z,09 December 2011,5.14,0,0,0,52,36,No,No,No,No,No,No,No,No,No,No
2011-12-10,2011-12-10T00:00:00Z,10 December 2011,6.26,0,0,0,46,32,No,No,No,No,No,No,No,No,No,No
2011-12-11,2011-12-11T00:00:00Z,11 December 2011,3.8,0,0,0,39,29,No,No,No,No,No,No,No,No,No,No
2011-12-12,2011-12-12T00:00:00Z,12 December 2011,4.03,0,0,0,44,33,No,No,No,No,No,No,No,No,No,No
2011-12-13,2011-12-13T00:00:00Z,13 December 2011,4.47,0,0,0,47,32,No,No,No,No,No,No,No,No,No,No
2011-12-14,2011-12-14T00:00:00Z,14 December 2011,3.58,0,0,0,50,36,No,No,No,No,Yes,No,No,No,No,No
2011-12-15,2011-12-15T00:00:00Z,15 December 2011,8.05,0,0,0,59,47,No,No,No,No,No,No,No,No,Yes,No
2011-12-16,2011-12-16T00:00:00Z,16 December 2011,7.61,0,0,0,59,41,No,No,No,No,No,No,No,No,No,No
2011-12-17,2011-12-17T00:00:00Z,17 December 2011,Unknown,0,0,0,42,31,No,No,No,No,No,No,No,No,No,No
2011-12-18,2011-12-18T00:00:00Z,18 December 2011,4.47,0,0,0,31,22,No,No,No,No,No,No,No,No,No,No
2011-12-19,2011-12-19T00:00:00Z,19 December 2011,7.61,0,0,0,47,28,No,No,No,No,No,No,No,No,No,No
2011-12-20,2011-12-20T00:00:00Z,20 December 2011,4.92,0.01,0,0,48,41,No,No,No,No,No,No,No,No,Yes,No
2011-12-21,2011-12-21T00:00:00Z,21 December 2011,6.04,0.11,0,0,62,42,No,No,No,No,No,No,No,No,Yes,No
2011-12-22,2011-12-22T00:00:00Z,22 December 2011,5.37,0.06,0,0,58,48,Yes,No,No,No,No,No,No,No,Yes,No
2011-12-23,2011-12-23T00:00:00Z,23 December 2011,6.71,0.75,0,0,49,35,Yes,No,No,No,No,No,No,No,Yes,No
2011-12-24,2011-12-24T00:00:00Z,24 December 2011,5.37,0,0,0,36,29,No,No,No,No,No,No,No,No,No,No
2011-12-25,2011-12-25T00:00:00Z,25 December 2011,5.82,0,0,0,46,31,No,No,No,No,No,No,No,No,No,No
2011-12-26,2011-12-26T00:00:00Z,26 December 2011,8.95,0,0,0,45,38,No,No,No,No,No,No,No,No,No,No
2011-12-27,2011-12-27T00:00:00Z,27 December 2011,8.05,1.02,0,0,57,38,Yes,No,No,No,No,No,No,No,Yes,No
2011-12-28,2011-12-28T00:00:00Z,28 December 2011,11.63,0,0,0,50,31,No,No,No,No,No,No,No,No,No,No
2011-12-29,2011-12-29T00:00:00Z,29 December 2011,6.93,0,0,0,38,24,No,No,No,No,No,No,No,No,No,No
2011-12-30,2011-12-30T00:00:00Z,30 December 2011,3.36,0,0,0,51,37,No,No,No,No,No,No,No,No,No,No
2011-12-31,2011-12-31T00:00:00Z,31 December 2011,5.37,0.01,0,0,54,46,No,No,No,No,No,No,No,No,Yes,No
2012-01-01,2012-01-01T00:00:00Z,01 January 2012,6.04,0.05,0,0,52,41,Yes,No,No,No,No,No,No,No,Yes,No
2012-01-02,2012-01-02T00:00:00Z,02 January 2012,10.29,0,0,0,50,33,No,No,No,No,No,No,No,No,No,No
2012-01-03,2012-01-03T00:00:00Z,03 January 2012,10.51,0,0,0,33,15,No,No,No,No,No,No,No,No,No,No
2012-01-04,2012-01-04T00:00:00Z,04 January 2012,7.61,0,0,0,27,13,No,No,No,No,No,No,No,No,No,No
2012-01-05,2012-01-05T00:00:00Z,05 January 2012,6.26,0,0,0,40,27,No,No,No,No,No,No,No,No,No,No
2012-01-06,2012-01-06T00:00:00Z,06 January 2012,6.93,0,0,0,53,35,No,No,No,No,No,No,No,No,No,No
2012-01-07,2012-01-07T00:00:00Z,07 January 2012,6.93,0,0,0,62,46,No,No,No,No,No,No,No,No,No,No
2012-01-08,2012-01-08T00:00:00Z,08 January 2012,7.83,0,0,0,46,33,No,No,No,No,No,No,No,No,No,No
2012-01-09,2012-01-09T00:00:00Z,09 January 2012,3.58,0,0,0,41,31,No,No,No,No,No,No,No,No,No,No
2012-01-10,2012-01-10T00:00:00Z,10 January 2012,7.38,0,0,0,47,33,No,No,No,No,Yes,No,No,No,No,No
2012-01-11,2012-01-11T00:00:00Z,11 January 2012,5.82,0.07,0,0,48,37,Yes,No,No,No,No,No,No,No,Yes,No
2012-01-12,2012-01-12T00:00:00Z,12 January 2012,9.17,1.38,0,0,45,41,Yes,No,No,No,No,No,Yes,No,Yes,No
2012-01-13,2012-01-13T00:00:00Z,13 January 2012,11.41,0.09,0,0,50,28,No,No,No,No,No,No,No,No,Yes,Yes
2012-01-14,2012-01-14T00:00:00Z,14 January 2012,8.72,0,0,0,32,27,No,No,No,No,No,No,No,No,No,Yes
2012-01-15,2012-01-15T00:00:00Z,15 January 2012,8.72,0,0,0,27,15,No,No,No,No,No,No,No,No,No,No
2012-01-16,2012-01-16T00:00:00Z,16 January 2012,4.7,0.04,0,0,37,15,No,No,No,No,No,No,No,No,Yes,Yes
2012-01-17,2012-01-17T00:00:00Z,17 January 2012,8.05,0.19,0,0,53,36,Yes,No,No,No,No,No,No,No,Yes,No
2012-01-18,2012-01-18T00:00:00Z,18 January 2012,10.51,0,0,0,54,24,No,No,No,No,No,No,No,No,No,No
2012-01-19,2012-01-19T00:00:00Z,19 January 2012,6.71,0,0,0,37,20,No,No,No,No,No,No,No,No,No,No
2012-01-20,2012-01-20T00:00:00Z,20 January 2012,7.16,0,0,0,36,24,No,No,No,No,No,No,No,No,No,No
2012-01-21,2012-01-21T00:00:00Z,21 January 2012,9.62,0.39,4.3,1,29,22,No,No,No,No,No,No,No,No,No,Yes
2012-01-22,2012-01-22T00:00:00Z,22 January 2012,8.5,0,0,3,34,18,No,No,No,No,No,No,No,No,No,No
2012-01-23,2012-01-23T00:00:00Z,23 January 2012,7.38,0.37,0,2,53,34,Yes,No,No,No,No,No,No,No,Yes,Yes
2012-01-24,2012-01-24T00:00:00Z,24 January 2012,8.28,0,0,0,53,42,Yes,No,No,No,No,No,No,No,No,No
2012-01-25,2012-01-25T00:00:00Z,25 January 2012,6.71,0,0,0,44,36,No,No,No,No,No,No,No,No,No,No
2012-01-26,2012-01-26T00:00:00Z,26 January 2012,3.8,0.18,0,0,40,33,No,No,No,No,No,No,No,No,Yes,Yes
2012-01-27,2012-01-27T00:00:00Z,27 January 2012,8.5,0.47,0,0,59,40,Yes,No,No,No,No,No,No,No,Yes,No
2012-01-28,2012-01-28T00:00:00Z,28 January 2012,Unknown,0,0,0,46,38,No,No,No,No,No,No,No,No,No,No
2012-01-29,2012-01-29T00:00:00Z,29 January 2012,Unknown,0,0,0,44,34,No,No,No,No,No,No,No,No,No,No
2012-01-30,2012-01-30T00:00:00Z,30 January 2012,Unknown,0,0,0,40,34,No,No,No,No,No,No,No,No,No,No
2012-01-31,2012-01-31T00:00:00Z,31 January 2012,Unknown,0,0,0,59,38,No,No,No,No,No,No,No,No,No,No
2012-02-01,2012-02-01T00:00:00Z,01 February 2012,8.05,0.03,0,0,62,48,No,No,No,No,No,No,No,No,Yes,No
2012-02-02,2012-02-02T00:00:00Z,02 February 2012,6.93,0,0,0,50,35,No,No,No,No,No,No,No,No,No,No
2012-02-03,2012-02-03T00:00:00Z,03 February 2012,6.71,0,0,0,44,30,No,No,No,No,No,No,No,No,No,No
2012-02-04,2012-02-04T00:00:00Z,04 February 2012,5.14,0,0,0,46,35,No,No,No,No,No,No,No,No,No,No
2012-02-05,2012-02-05T00:00:00Z,05 February 2012,6.04,0,0,0,40,32,No,No,No,No,No,No,No,No,No,No
2012-02-06,2012-02-06T00:00:00Z,06 February 2012,8.05,0,0,0,51,33,No,No,No,No,No,No,No,No,No,No
2012-02-07,2012-02-07T00:00:00Z,07 February 2012,6.26,0,0,0,49,38,No,No,No,No,No,No,No,No,No,No
2012-02-08,2012-02-08T00:00:00Z,08 February 2012,4.25,0.01,0,0,38,31,No,No,No,No,No,No,No,No,No,Yes
2012-02-09,2012-02-09T00:00:00Z,09 February 2012,6.71,0,0,0,46,31,Yes,No,No,No,No,No,No,No,No,Yes
2012-02-10,2012-02-10T00:00:00Z,10 February 2012,6.04,0,0,0,45,34,No,No,No,No,Yes,No,No,No,No,No
2012-02-11,2012-02-11T00:00:00Z,11 February 2012,5.82,0.08,0,0,38,32,No,No,No,No,Yes,No,No,No,No,Yes
2012-02-12,2012-02-12T00:00:00Z,12 February 2012,9.84,0.01,0.2,0,32,20,No,No,No,No,No,No,No,No,No,Yes
2012-02-13,2012-02-13T00:00:00Z,13 February 2012,8.05,0,0,0,44,28,No,No,No,No,No,No,No,No,No,No
2012-02-14,2012-02-14T00:00:00Z,14 February 2012,4.25,0.02,0,0,47,36,No,No,No,No,No,No,No,No,Yes,No
2012-02-15,2012-02-15T00:00:00Z,15 February 2012,3.58,0.01,0,0,46,39,No,No,No,No,Yes,No,No,No,Yes,No
2012-02-16,2012-02-16T00:00:00Z,16 February 2012,4.47,0.19,0,0,44,36,No,No,No,No,Yes,No,No,No,Yes,No
2012-02-17,2012-02-17T00:00:00Z,17 February 2012,6.71,0.03,0,0,50,41,No,No,No,No,Yes,No,No,No,Yes,No
2012-02-18,2012-02-18T00:00:00Z,18 February 2012,6.49,0.02,0,0,48,35,No,No,No,No,No,No,No,No,Yes,No
2012-02-19,2012-02-19T00:00:00Z,19 February 2012,6.93,0,0,0,44,35,No,No,No,No,No,No,No,No,No,No
2012-02-20,2012-02-20T00:00:00Z,20 February 2012,7.38,0,0,0,46,31,No,No,No,No,No,No,No,No,No,No
2012-02-21,2012-02-21T00:00:00Z,21 February 2012,7.38,0,0,0,46,32,No,No,No,No,No,No,No,No,No,No
