DATE,NEW_DATE,DATE_STRING,AVG_WIND,PRECIP,SNOW_TOTAL,SNOW_DEPTH,MAX_TEMP,MIN_TEMP,FOG,THUNDER,ICE,HAIL,HAZE_SMOKE,BLW_SNOW,HIGH_WIND,DRIZZLE,RAIN,SNOW
2016-01-19,2016-01-19T00:00:00Z,19 January 2016,10.96,0,0,0,28,16,No,No,No,No,No,No,No,No,No,No
2016-01-20,2016-01-20T00:00:00Z,20 January 2016,5.59,0,0,0,37,27,No,No,No,No,No,No,No,No,No,No
2016-01-21,2016-01-21T00:00:00Z,21 January 2016,6.04,0,0,0,36,26,No,No,No,No,No,No,No,No,No,No
2016-01-22,2016-01-22T00:00:00Z,22 January 2016,6.49,0.01,0.2,0,30,21,No,No,No,No,Yes,No,No,No,No,No
2016-01-23,2016-01-23T00:00:00Z,23 January 2016,15.66,2.31,27.3,5.9,27,24,Yes,No,No,No,Yes,No,No,No,No,No
2016-01-24,2016-01-24T00:00:00Z,24 January 2016,5.82,0,0,22,35,20,No,No,No,No,Yes,No,No,No,No,No
2016-01-25,2016-01-25T00:00:00Z,25 January 2016,3.36,0,0,18.9,39,28,No,No,No,No,No,No,No,No,No,No
2016-01-26,2016-01-26T00:00:00Z,26 January 2016,6.49,0,0,16.9,48,38,No,No,No,No,No,No,No,No,No,No
2016-01-27,2016-01-27T00:00:00Z,27 January 2016,6.71,0,0,9.1,47,34,No,No,No,No,No,No,No,No,No,No
2016-01-28,2016-01-28T00:00:00Z,28 January 2016,4.47,0,0,5.9,42,32,No,No,No,No,No,No,No,No,No,No
2016-01-29,2016-01-29T00:00:00Z,29 January 2016,7.83,0,0,5.9,41,30,No,No,No,No,No,No,No,No,No,No
2016-01-30,2016-01-30T00:00:00Z,30 January 2016,6.93,0,0,5.9,39,28,No,No,No,No,No,No,No,No,No,No
2016-01-31,2016-01-31T00:00:00Z,31 January 2016,5.14,0,0,3.9,56,36,No,No,No,No,No,No,No,No,No,No
2016-02-01,2016-02-01T00:00:00Z,01 February 2016,5.82,0.01,0,2,59,44,No,No,No,No,No,No,No,No,No,No
2016-02-02,2016-02-02T00:00:00Z,02 February 2016,3.58,0,0,0,50,38,No,No,No,No,No,No,No,No,No,No
2016-02-03,2016-02-03T00:00:00Z,03 February 2016,6.49,0.73,0,0,59,42,Yes,No,No,No,No,No,No,No,No,No
2016-02-04,2016-02-04T00:00:00Z,04 February 2016,5.82,0,0,0,59,44,Yes,No,No,No,No,No,No,No,No,No
2016-02-05,2016-02-05T00:00:00Z,05 February 2016,8.28,0.53,2.5,1.2,44,31,Yes,No,No,No,Yes,No,No,No,No,No
2016-02-06,2016-02-06T00:00:00Z,06 February 2016,5.59,0,0,0,40,30,No,No,No,No,No,No,No,No,No,No
2016-02-07,2016-02-07T00:00:00Z,07 February 2016,5.37,0,0,0,47,33,No,No,No,No,No,No,No,No,No,No
2016-02-08,2016-02-08T00:00:00Z,08 February 2016,10.51,0.05,0.1,0,39,28,Yes,No,No,No,Yes,No,No,No,No,No
2016-02-09,2016-02-09T00:00:00Z,09 February 2016,4.03,0,0,0,36,27,No,No,No,No,Yes,No,No,No,No,No
2016-02-10,2016-02-10T00:00:00Z,10 February 2016,5.82,0.01,0,0,39,31,Yes,No,No,No,Yes,No,No,No,No,No
2016-02-11,2016-02-11T00:00:00Z,11 February 2016,10.07,0,0,0,31,18,No,No,No,No,Yes,No,No,No,No,No
2016-02-12,2016-02-12T00:00:00Z,12 February 2016,6.71,0,0,0,27,15,No,No,No,No,No,No,No,No,No,No
2016-02-13,2016-02-13T00:00:00Z,13 February 2016,12.3,0,0,0,22,6,No,No,No,No,No,No,No,No,No,No
2016-02-14,2016-02-14T00:00:00Z,14 February 2016,6.26,0,0,0,15,-1,No,No,No,No,No,No,No,No,No,No
2016-02-15,2016-02-15T00:00:00Z,15 February 2016,5.37,0.44,1.4,0,35,13,Yes,No,No,No,Yes,No,No,No,No,No
2016-02-16,2016-02-16T00:00:00Z,16 February 2016,7.83,1.01,0,0,54,35,Yes,No,No,No,Yes,No,No,No,No,No
2016-02-17,2016-02-17T00:00:00Z,17 February 2016,7.38,0,0,0,39,35,No,No,No,No,No,No,No,No,No,No
2016-02-18,2016-02-18T00:00:00Z,18 February 2016,7.16,0,0,0,36,27,No,No,No,No,No,No,No,No,No,No
2016-02-19,2016-02-19T00:00:00Z,19 February 2016,5.37,0,0,0,39,24,No,No,No,No,No,No,No,No,No,No
2016-02-20,2016-02-20T00:00:00Z,20 February 2016,7.38,0,0,0,61,39,No,No,No,No,No,No,No,No,No,No
2016-02-21,2016-02-21T00:00:00Z,21 February 2016,4.92,0.03,0,0,55,44,No,No,No,No,No,No,No,No,No,No
2016-02-22,2016-02-22T00:00:00Z,22 February 2016,5.14,0,0,0,52,38,No,No,No,No,No,No,No,No,No,No
2016-02-23,2016-02-23T00:00:00Z,23 February 2016,14.54,0.3,0,0,40,35,Yes,No,Yes,No,Yes,No,No,No,No,No
2016-02-24,2016-02-24T00:00:00Z,24 February 2016,10.51,1.22,0,0,60,36,Yes,No,No,No,No,No,No,No,No,No
2016-02-25,2016-02-25T00:00:00Z,25 February 2016,8.95,0.02,0,0,61,37,Yes,No,No,No,No,No,No,No,No,No
2016-02-26,2016-02-26T00:00:00Z,26 February 2016,8.72,0,0,0,39,27,No,No,No,No,No,No,No,No,No,No
2016-02-27,2016-02-27T00:00:00Z,27 February 2016,6.04,0,0,0,41,26,No,No,No,No,No,No,No,No,No,No
2016-02-28,2016-02-28T00:00:00Z,28 February 2016,7.38,0,0,0,60,38,No,No,No,No,No,No,No,No,No,No
2016-02-29,2016-02-29T00:00:00Z,29 February 2016,8.5,0.05,0,0,61,47,No,No,No,No,No,No,No,No,No,No
2016-03-01,2016-03-01T00:00:00Z,01 March 2016,7.61,0,0,0,52,39,No,No,No,No,No,No,No,No,No,No
2016-03-02,2016-03-02T00:00:00Z,02 March 2016,10.51,0.14,0,0,55,29,Yes,No,No,No,Yes,No,No,No,No,No
2016-03-03,2016-03-03T00:00:00Z,03 March 2016,5.82,0,0,0,36,26,No,No,No,No,No,No,No,No,No,No
2016-03-04,2016-03-04T00:00:00Z,04 March 2016,8.72,0.11,0.4,0,39,30,Yes,No,No,No,Yes,No,No,No,No,No
2016-03-05,2016-03-05T00:00:00Z,05 March 2016,4.25,0,0,0,41,28,No,No,No,No,No,No,No,No,No,No
2016-03-06,2016-03-06T00:00:00Z,06 March 2016,3.36,0,0,0,44,32,No,No,No,No,No,No,No,No,No,No
2016-03-07,2016-03-07T00:00:00Z,07 March 2016,7.83,0,0,0,60,36,No,No,No,No,Yes,No,No,No,No,No
2016-03-08,2016-03-08T00:00:00Z,08 March 2016,3.36,0,0,0,67,47,No,No,No,No,Yes,No,No,No,No,No
2016-03-09,2016-03-09T00:00:00Z,09 March 2016,2.24,0,0,0,77,44,No,No,No,No,Yes,No,No,No,No,No
2016-03-10,2016-03-10T00:00:00Z,10 March 2016,4.92,0,0,0,79,63,No,No,No,No,No,No,No,No,No,No
2016-03-11,2016-03-11T00:00:00Z,11 March 2016,6.04,0.06,0,0,68,48,Yes,No,No,No,No,No,No,No,No,No
2016-03-12,2016-03-12T00:00:00Z,12 March 2016,5.14,0,0,0,59,40,No,No,No,No,No,No,No,No,No,No
2016-03-13,2016-03-13T00:00:00Z,13 March 2016,3.58,0,0,0,62,50,No,No,No,No,No,No,No,No,No,No
2016-03-14,2016-03-14T00:00:00Z,14 March 2016,14.09,0.29,0,0,51,40,Yes,No,No,No,Yes,No,No,No,No,No
2016-03-15,2016-03-15T00:00:00Z,15 March 2016,5.37,0,0,0,57,44,Yes,No,No,No,Yes,No,No,No,No,No
2016-03-16,2016-03-16T00:00:00Z,16 March 2016,3.58,0.02,0,0,65,48,No,No,No,No,No,No,No,No,No,No
2016-03-17,2016-03-17T00:00:00Z,17 March 2016,4.92,0,0,0,63,45,No,No,No,No,No,No,No,No,No,No
2016-03-18,2016-03-18T00:00:00Z,18 March 2016,8.72,0,0,0,57,42,No,No,No,No,No,No,No,No,No,No
2016-03-19,2016-03-19T00:00:00Z,19 March 2016,5.14,0,0,0,46,36,No,No,No,No,No,No,No,No,No,No
2016-03-20,2016-03-20T00:00:00Z,20 March 2016,9.62,0.07,0,0,43,32,Yes,No,No,No,No,No,No,No,No,No
2016-03-21,2016-03-21T00:00:00Z,21 March 2016,8.05,0.06,0.5,0,50,32,Yes,No,No,No,No,No,No,No,No,No
2016-03-22,2016-03-22T00:00:00Z,22 March 2016,6.93,0,0,0,56,35,No,No,No,No,No,No,No,No,No,No
2016-03-23,2016-03-23T00:00:00Z,23 March 2016,6.04,0,0,0,71,48,No,No,No,No,No,No,No,No,No,No
2016-03-24,2016-03-24T00:00:00Z,24 March 2016,9.17,0,0,0,55,44,Yes,No,No,No,Yes,No,No,No,No,No
2016-03-25,2016-03-25T00:00:00Z,25 March 2016,3.8,0.04,0,0,72,44,Yes,No,No,No,Yes,No,No,No,No,No
2016-03-26,2016-03-26T00:00:00Z,26 March 2016,6.49,0,0,0,55,38,No,No,No,No,No,No,No,No,No,No
2016-03-27,2016-03-27T00:00:00Z,27 March 2016,5.59,0,0,0,55,43,No,No,No,No,No,No,No,No,No,No
2016-03-28,2016-03-28T00:00:00Z,28 March 2016,10.07,0.38,0,0,62,42,Yes,No,No,No,Yes,No,No,No,No,No
2016-03-29,2016-03-29T00:00:00Z,29 March 2016,11.63,0,0,0,53,40,No,No,No,No,No,No,No,No,No,No
2016-03-30,2016-03-30T00:00:00Z,30 March 2016,5.37,0,0,0,56,37,No,No,No,No,No,No,No,No,No,No
2016-03-31,2016-03-31T00:00:00Z,31 March 2016,6.71,0,0,0,73,49,No,No,No,No,No,No,No,No,No,No
2016-04-01,2016-04-01T00:00:00Z,01 April 2016,6.71,0.02,0,0,79,61,No,No,No,No,No,No,No,No,No,No
2016-04-02,2016-04-02T00:00:00Z,02 April 2016,4.92,0.16,0,0,61,49,No,No,No,No,No,No,No,No,No,No
2016-04-03,2016-04-03T00:00:00Z,03 April 2016,12.75,0.09,0,0,50,34,No,No,No,No,No,No,No,No,No,No
2016-04-04,2016-04-04T00:00:00Z,04 April 2016,7.16,0.47,0,0,45,29,Yes,No,No,No,No,No,No,No,No,No
2016-04-05,2016-04-05T00:00:00Z,05 April 2016,8.28,0,0,0,43,26,No,No,No,No,No,No,No,No,No,No
2016-04-06,2016-04-06T00:00:00Z,06 April 2016,6.04,0,0,0,48,30,No,No,No,No,No,No,No,No,No,No
2016-04-07,2016-04-07T00:00:00Z,07 April 2016,6.93,0.09,0,0,58,48,No,No,No,No,No,No,No,No,No,No
2016-04-08,2016-04-08T00:00:00Z,08 April 2016,7.16,0.01,0,0,50,40,No,No,No,No,No,No,No,No,No,No
2016-04-09,2016-04-09T00:00:00Z,09 April 2016,6.49,0.11,0,0,43,36,No,No,No,No,No,No,No,No,No,No
2016-04-10,2016-04-10T00:00:00Z,10 April 2016,4.92,0,0,0,50,31,No,No,No,No,No,No,No,No,No,No
2016-04-11,2016-04-11T00:00:00Z,11 April 2016,6.93,0.01,0,0,65,43,No,No,No,No,No,No,No,No,No,No
2016-04-12,2016-04-12T00:00:00Z,12 April 2016,5.82,0.2,0,0,59,45,Yes,No,No,No,No,No,No,No,No,No
2016-04-13,2016-04-13T00:00:00Z,13 April 2016,4.47,0,0,0,58,40,No,No,No,No,No,No,No,No,No,No
2016-04-14,2016-04-14T00:00:00Z,14 April 2016,6.49,0,0,0,62,43,No,No,No,No,No,No,No,No,No,No
2016-04-15,2016-04-15T00:00:00Z,15 April 2016,3.8,0,0,0,65,42,No,No,No,No,No,No,No,No,No,No
2016-04-16,2016-04-16T00:00:00Z,16 April 2016,4.92,0,0,0,68,43,No,No,No,No,No,No,No,No,No,No
2016-04-17,2016-04-17T00:00:00Z,17 April 2016,2.91,0,0,0,75,44,No,No,No,No,No,No,No,No,No,No
2016-04-18,2016-04-18T00:00:00Z,18 April 2016,3.8,0,0,0,82,51,No,No,No,No,No,No,No,No,No,No
2016-04-19,2016-04-19T00:00:00Z,19 April 2016,7.61,0,0,0,73,55,No,No,No,No,No,No,No,No,No,No
2016-04-20,2016-04-20T00:00:00Z,20 April 2016,6.04,0,0,0,69,49,No,No,No,No,No,No,No,No,No,No
2016-04-21,2016-04-21T00:00:00Z,21 April 2016,5.59,0,0,0,73,49,No,No,No,No,No,No,No,No,No,No
2016-04-22,2016-04-22T00:00:00Z,22 April 2016,4.25,0,0,0,79,62,No,No,No,No,No,No,No,No,No,No
2016-04-23,2016-04-23T00:00:00Z,23 April 2016,7.16,0.16,0,0,71,54,Yes,No,No,No,Yes,No,No,No,No,No
2016-04-24,2016-04-24T00:00:00Z,24 April 2016,5.82,0,0,0,68,47,No,No,No,No,No,No,No,No,No,No
2016-04-25,2016-04-25T00:00:00Z,25 April 2016,4.03,0,0,0,69,50,No,No,No,No,No,No,No,No,No,No
2016-04-26,2016-04-26T00:00:00Z,26 April 2016,7.16,0.24,0,0,60,47,Yes,No,No,No,Yes,No,No,No,No,No
2016-04-27,2016-04-27T00:00:00Z,27 April 2016,4.25,0,0,0,62,46,No,No,No,No,No,No,No,No,No,No
2016-04-28,2016-04-28T00:00:00Z,28 April 2016,4.7,0,0,0,59,48,No,No,No,No,No,No,No,No,No,No
2016-04-29,2016-04-29T00:00:00Z,29 April 2016,5.82,0.05,0,0,58,45,Yes,No,No,No,No,No,No,No,No,No
2016-04-30,2016-04-30T00:00:00Z,30 April 2016,5.82,0,0,0,65,46,No,No,No,No,No,No,No,No,No,No
2016-05-01,2016-05-01T00:00:00Z,01 May 2016,4.92,0.16,0,0,51,45,Yes,No,No,No,Yes,No,No,No,No,No
2016-05-02,2016-05-02T00:00:00Z,02 May 2016,2.24,0.04,0,0,60,45,Yes,No,No,No,Yes,No,No,No,No,No
2016-05-03,2016-05-03T00:00:00Z,03 May 2016,6.04,0.61,0,0,56,51,Yes,No,No,No,Yes,No,No,No,No,No
2016-05-04,2016-05-04T00:00:00Z,04 May 2016,8.72,0.01,0,0,52,48,Yes,No,No,No,Yes,No,No,No,No,No
2016-05-05,2016-05-05T00:00:00Z,05 May 2016,8.28,0,0,0,57,46,Yes,No,No,No,Yes,No,No,No,No,No
2016-05-06,2016-05-06T00:00:00Z,06 May 2016,7.83,0.54,0,0,54,48,Yes,No,No,No,Yes,No,No,No,No,No
2016-05-07,2016-05-07T00:00:00Z,07 May 2016,4.47,0,0,0,60,48,Yes,No,No,No,No,No,No,No,No,No
2016-05-08,2016-05-08T00:00:00Z,08 May 2016,4.7,0.16,0,0,66,49,Yes,No,No,No,No,No,No,No,No,No
2016-05-09,2016-05-09T00:00:00Z,09 May 2016,5.14,0,0,0,72,52,No,No,No,No,No,No,No,No,No,No
2016-05-10,2016-05-10T00:00:00Z,10 May 2016,4.92,0,0,0,63,50,No,No,No,No,No,No,No,No,No,No
2016-05-11,2016-05-11T00:00:00Z,11 May 2016,2.46,0,0,0,76,50,No,No,No,No,No,No,No,No,No,No
2016-05-12,2016-05-12T00:00:00Z,12 May 2016,3.36,0,0,0,80,56,No,No,No,No,No,No,No,No,No,No
2016-05-13,2016-05-13T00:00:00Z,13 May 2016,Unknown,0.25,0,0,65,57,No,No,No,No,No,No,No,No,No,No
2016-05-14,2016-05-14T00:00:00Z,14 May 2016,Unknown,0,0,0,73,56,No,No,No,No,No,No,No,No,No,No
2016-05-15,2016-05-15T00:00:00Z,15 May 2016,Unknown,0,0,0,59,46,No,No,No,No,No,No,No,No,No,No
2016-05-16,2016-05-16T00:00:00Z,16 May 2016,Unknown,0,0,0,66,43,No,No,No,No,No,No,No,No,No,No
2016-05-17,2016-05-17T00:00:00Z,17 May 2016,3.8,0,0,0,64,52,No,No,No,No,No,No,No,No,No,No
2016-05-18,2016-05-18T00:00:00Z,18 May 2016,Unknown,0,0,0,68,52,No,No,No,No,No,No,No,No,No,No
2016-05-19,2016-05-19T00:00:00Z,19 May 2016,1.34,0,0,0,73,54,No,No,No,No,No,No,No,No,No,No
2016-05-20,2016-05-20T00:00:00Z,20 May 2016,4.47,0,0,0,76,53,No,No,No,No,No,No,No,No,No,No
2016-05-21,2016-05-21T00:00:00Z,21 May 2016,3.8,0.04,0,0,66,54,No,No,No,No,No,No,No,No,No,No
2016-05-22,2016-05-22T00:00:00Z,22 May 2016,3.58,0.09,0,0,70,52,Yes,No,No,No,No,No,No,No,No,No
2016-05-23,2016-05-23T00:00:00Z,23 May 2016,2.46,0.02,0,0,78,56,No,No,No,No,Yes,No,No,No,No,No
2016-05-24,2016-05-24T00:00:00Z,24 May 2016,2.01,0.18,0,0,73,58,Yes,No,No,No,Yes,No,No,No,No,No
2016-05-25,2016-05-25T00:00:00Z,25 May 2016,4.25,0,0,0,88,61,No,No,No,No,No,No,No,No,No,No
2016-05-26,2016-05-26T00:00:00Z,26 May 2016,3.58,0,0,0,90,69,No,No,No,No,No,No,No,No,No,No
2016-05-27,2016-05-27T00:00:00Z,27 May 2016,3.8,0,0,0,87,73,No,No,No,No,Yes,No,No,No,No,No
2016-05-28,2016-05-28T00:00:00Z,28 May 2016,4.47,0,0,0,92,71,No,No,No,No,Yes,No,No,No,No,No
2016-05-29,2016-05-29T00:00:00Z,29 May 2016,4.92,0,0,0,87,70,Yes,No,No,No,No,No,No,No,No,No
2016-05-30,2016-05-30T00:00:00Z,30 May 2016,3.13,1.65,0,0,82,68,Yes,No,No,No,Yes,No,No,No,No,No
2016-05-31,2016-05-31T00:00:00Z,31 May 2016,3.13,0,0,0,85,71,Yes,No,No,No,Yes,No,No,No,No,No
2016-06-01,2016-06-01T00:00:00Z,01 June 2016,6.04,0,0,0,83,66,No,No,No,No,No,No,No,No,No,No
2016-06-02,2016-06-02T00:00:00Z,02 June 2016,4.7,0,0,0,78,62,No,No,No,No,Yes,No,No,No,No,No
2016-06-03,2016-06-03T00:00:00Z,03 June 2016,1.34,0.04,0,0,70,63,Yes,No,No,No,Yes,No,No,No,No,No
2016-06-04,2016-06-04T00:00:00Z,04 June 2016,2.46,0.4,0,0,83,66,Yes,No,No,No,Yes,No,No,No,No,No
2016-06-05,2016-06-05T00:00:00Z,05 June 2016,3.36,0.91,0,0,71,65,Yes,No,No,No,No,No,No,No,No,No
2016-06-06,2016-06-06T00:00:00Z,06 June 2016,5.59,0,0,0,83,65,Yes,No,No,No,Yes,No,No,No,No,No
2016-06-07,2016-06-07T00:00:00Z,07 June 2016,5.14,0,0,0,85,64,No,No,No,No,No,No,No,No,No,No
2016-06-08,2016-06-08T00:00:00Z,08 June 2016,7.61,0.45,0,0,67,52,Yes,No,No,No,No,No,No,No,No,No
2016-06-09,2016-06-09T00:00:00Z,09 June 2016,8.95,0,0,0,71,54,No,No,No,No,No,No,No,No,No,No
2016-06-10,2016-06-10T00:00:00Z,10 June 2016,5.37,0,0,0,77,57,No,No,No,No,Yes,No,No,No,No,No
2016-06-11,2016-06-11T00:00:00Z,11 June 2016,3.36,0,0,0,88,59,No,No,No,No,No,No,No,No,No,No
2016-06-12,2016-06-12T00:00:00Z,12 June 2016,8.05,0,0,0,83,62,No,No,No,No,Yes,No,No,No,No,No
2016-06-13,2016-06-13T00:00:00Z,13 June 2016,7.38,0,0,0,74,57,No,No,No,No,No,No,No,No,No,No
2016-06-14,2016-06-14T00:00:00Z,14 June 2016,4.25,0,0,0,79,58,No,No,No,No,No,No,No,No,No,No
2016-06-15,2016-06-15T00:00:00Z,15 June 2016,2.46,0,0,0,85,62,No,No,No,No,Yes,No,No,No,No,No
2016-06-16,2016-06-16T00:00:00Z,16 June 2016,1.79,0.22,0,0,74,65,Yes,No,No,No,Yes,No,No,No,No,No
2016-06-17,2016-06-17T00:00:00Z,17 June 2016,4.7,0,0,0,78,63,No,No,No,No,No,No,No,No,No,No
2016-06-18,2016-06-18T00:00:00Z,18 June 2016,2.68,0,0,0,87,61,No,No,No,No,No,No,No,No,No,No
2016-06-19,2016-06-19T00:00:00Z,19 June 2016,2.91,0,0,0,88,66,No,No,No,No,No,No,No,No,No,No
2016-06-20,2016-06-20T00:00:00Z,20 June 2016,3.13,0,0,0,84,64,No,No,No,No,No,No,No,No,No,No
2016-06-21,2016-06-21T00:00:00Z,21 June 2016,4.92,0,0,0,87,72,No,No,No,No,Yes,No,No,No,No,No
2016-06-22,2016-06-22T00:00:00Z,22 June 2016,4.03,0,0,0,86,68,No,No,No,No,No,No,No,No,No,No
2016-06-23,2016-06-23T00:00:00Z,23 June 2016,2.01,0,0,0,83,69,No,No,No,No,No,No,No,No,No,No
2016-06-24,2016-06-24T00:00:00Z,24 June 2016,6.26,0,0,0,84,67,No,No,No,No,Yes,No,No,No,No,No
2016-06-25,2016-06-25T00:00:00Z,25 June 2016,3.58,0,0,0,86,64,No,No,No,No,No,No,No,No,No,No
2016-06-26,2016-06-26T00:00:00Z,26 June 2016,2.46,0,0,0,87,67,No,No,No,No,No,No,No,No,No,No
2016-06-27,2016-06-27T00:00:00Z,27 June 2016,4.92,0.45,0,0,83,67,Yes,No,No,No,No,No,No,No,No,No
2016-06-28,2016-06-28T00:00:00Z,28 June 2016,3.58,0.12,0,0,76,68,Yes,No,No,No,Yes,No,No,No,No,No
2016-06-29,2016-06-29T00:00:00Z,29 June 2016,2.24,0.01,0,0,83,67,Yes,No,No,No,No,No,No,No,No,No
2016-06-30,2016-06-30T00:00:00Z,30 June 2016,2.91,0,0,0,85,67,No,No,No,No,No,No,No,No,No,No
2016-07-01,2016-07-01T00:00:00Z,01 July 2016,3.36,0.83,0,0,79,66,Yes,No,No,No,Yes,No,No,No,No,No
2016-07-02,2016-07-02T00:00:00Z,02 July 2016,5.37,0,0,0,76,63,Yes,No,No,No,No,No,No,No,No,No
2016-07-03,2016-07-03T00:00:00Z,03 July 2016,3.13,0,0,0,78,64,No,No,No,No,No,No,No,No,No,No
2016-07-04,2016-07-04T00:00:00Z,04 July 2016,3.13,0.49,0,0,84,66,Yes,No,No,No,No,No,No,No,No,No
2016-07-05,2016-07-05T00:00:00Z,05 July 2016,2.91,0.66,0,0,86,69,Yes,No,No,No,No,No,No,No,No,No
2016-07-06,2016-07-06T00:00:00Z,06 July 2016,2.46,0,0,0,91,75,No,No,No,No,No,No,No,No,No,No
2016-07-07,2016-07-07T00:00:00Z,07 July 2016,2.01,0.04,0,0,89,77,Yes,No,No,No,Yes,No,No,No,No,No
2016-07-08,2016-07-08T00:00:00Z,08 July 2016,5.37,0.08,0,0,86,67,Yes,No,No,No,Yes,No,No,No,No,No
2016-07-09,2016-07-09T00:00:00Z,09 July 2016,4.03,0.53,0,0,72,65,Yes,No,No,No,Yes,No,No,No,No,No
2016-07-10,2016-07-10T00:00:00Z,10 July 2016,4.25,0,0,0,80,66,Yes,No,No,No,No,No,No,No,No,No
2016-07-11,2016-07-11T00:00:00Z,11 July 2016,3.36,0,0,0,81,65,No,No,No,No,No,No,No,No,No,No
2016-07-12,2016-07-12T00:00:00Z,12 July 2016,4.25,0,0,0,82,68,No,No,No,No,No,No,No,No,No,No
2016-07-13,2016-07-13T00:00:00Z,13 July 2016,4.7,0,0,0,85,71,No,No,No,No,No,No,No,No,No,No
2016-07-14,2016-07-14T00:00:00Z,14 July 2016,2.91,0.62,0,0,88,73,Yes,No,No,No,Yes,No,No,No,No,No
2016-07-15,2016-07-15T00:00:00Z,15 July 2016,4.47,0,0,0,88,79,No,No,No,No,No,No,No,No,No,No
2016-07-16,2016-07-16T00:00:00Z,16 July 2016,4.25,0,0,0,90,75,No,No,No,No,Yes,No,No,No,No,No
2016-07-17,2016-07-17T00:00:00Z,17 July 2016,2.68,0,0,0,89,75,No,No,No,No,No,No,No,No,No,No
2016-07-18,2016-07-18T00:00:00Z,18 July 2016,5.82,0.35,0,0,93,72,Yes,No,No,No,No,No,No,No,No,No
2016-07-19,2016-07-19T00:00:00Z,19 July 2016,4.92,0,0,0,83,73,No,No,No,No,No,No,No,No,No,No
2016-07-20,2016-07-20T00:00:00Z,20 July 2016,3.13,0,0,0,85,68,No,No,No,No,No,No,No,No,No,No
2016-07-21,2016-07-21T00:00:00Z,21 July 2016,5.14,0,0,0,90,71,No,No,No,No,No,No,No,No,No,No
2016-07-22,2016-07-22T00:00:00Z,22 July 2016,6.49,0,0,0,94,74,No,No,No,No,Yes,No,No,No,No,No
2016-07-23,2016-07-23T00:00:00Z,23 July 2016,4.92,0,0,0,96,80,No,No,No,No,No,No,No,No,No,No
2016-07-24,2016-07-24T00:00:00Z,24 July 2016,4.03,0,0,0,94,75,No,No,No,No,No,No,No,No,No,No
2016-07-25,2016-07-25T00:00:00Z,25 July 2016,3.36,1,0,0,93,73,Yes,No,No,No,No,No,No,No,No,No
2016-07-26,2016-07-26T00:00:00Z,26 July 2016,4.25,0,0,0,89,72,Yes,No,No,No,No,No,No,No,No,No
2016-07-27,2016-07-27T00:00:00Z,27 July 2016,2.01,0,0,0,91,74,No,No,No,No,No,No,No,No,No,No
2016-07-28,2016-07-28T00:00:00Z,28 July 2016,3.13,0,0,0,95,75,Yes,No,No,No,Yes,No,No,No,No,No
2016-07-29,2016-07-29T00:00:00Z,29 July 2016,4.25,1.09,0,0,85,69,Yes,No,No,No,Yes,No,No,No,No,No
2016-07-30,2016-07-30T00:00:00Z,30 July 2016,3.58,0.25,0,0,84,73,Yes,No,No,No,Yes,No,No,No,No,No
2016-07-31,2016-07-31T00:00:00Z,31 July 2016,4.25,1.08,0,0,78,71,Yes,No,No,No,Yes,No,No,No,No,No
2016-08-01,2016-08-01T00:00:00Z,01 August 2016,4.92,0,0,0,80,69,Yes,No,No,No,No,No,No,No,No,No
2016-08-02,2016-08-02T00:00:00Z,02 August 2016,6.93,0,0,0,79,68,No,No,No,No,No,No,No,No,No,No
2016-08-03,2016-08-03T00:00:00Z,03 August 2016,2.91,0,0,0,80,66,No,No,No,No,No,No,No,No,No,No
2016-08-04,2016-08-04T00:00:00Z,04 August 2016,2.01,0,0,0,81,67,No,No,No,No,No,No,No,No,No,No
2016-08-05,2016-08-05T00:00:00Z,05 August 2016,3.8,0,0,0,83,69,No,No,No,No,No,No,No,No,No,No
2016-08-06,2016-08-06T00:00:00Z,06 August 2016,5.14,0.05,0,0,87,72,Yes,No,No,No,Yes,No,No,No,No,No
2016-08-07,2016-08-07T00:00:00Z,07 August 2016,4.03,0,0,0,86,70,No,No,No,No,No,No,No,No,No,No
2016-08-08,2016-08-08T00:00:00Z,08 August 2016,1.34,0,0,0,86,71,No,No,No,No,No,No,No,No,No,No
2016-08-09,2016-08-09T00:00:00Z,09 August 2016,2.68,0,0,0,87,71,No,No,No,No,No,No,No,No,No,No
2016-08-10,2016-08-10T00:00:00Z,10 August 2016,4.03,0.09,0,0,86,75,Yes,No,No,No,Yes,No,No,No,No,No
2016-08-11,2016-08-11T00:00:00Z,11 August 2016,4.47,0.15,0,0,91,74,Yes,No,No,No,Yes,No,No,No,No,No
2016-08-12,2016-08-12T00:00:00Z,12 August 2016,5.14,0.32,0,0,93,73,Yes,No,No,No,Yes,No,No,No,No,No
2016-08-13,2016-08-13T00:00:00Z,13 August 2016,4.03,0,0,0,96,81,No,No,No,No,No,No,No,No,No,No
2016-08-14,2016-08-14T00:00:00Z,14 August 2016,3.8,0.06,0,0,94,78,Yes,No,No,No,Yes,No,No,No,No,No
2016-08-15,2016-08-15T00:00:00Z,15 August 2016,2.91,0,0,0,92,77,No,No,No,No,No,No,No,No,No,No
2016-08-16,2016-08-16T00:00:00Z,16 August 2016,4.03,0.11,0,0,87,78,Yes,No,No,No,Yes,No,No,No,No,No
2016-08-17,2016-08-17T00:00:00Z,17 August 2016,5.37,0.01,0,0,85,77,No,No,No,No,No,No,No,No,No,No
